0.001020	11.608686
0.001060	44.669587
0.001100	143.360030
0.001140	398.712512
0.001180	975.199861
0.001220	2141.333411
0.001260	4293.696455
0.001300	7982.896642
0.001340	13871.266128
0.001380	22746.525788
0.001420	35505.777932
0.001460	53120.829182
0.001500	76464.426792
0.001540	106674.534611
0.001580	144420.092415
0.001620	190424.040580
0.001660	245445.939058
0.001700	309885.532587
0.001740	384060.186064
0.001780	468824.381838
0.001820	356280.775716
0.001860	247485.265466
0.001900	199588.026946
0.001940	204056.707479
0.001980	227440.762151
0.002020	254336.577090
0.002060	283464.609010
0.002100	314211.459240
0.002140	346625.993131
0.002180	380499.192805
0.002220	415884.760138
0.002260	452768.487141
0.002300	435184.421244
0.002340	461382.502010
0.002380	494478.803036
0.002420	528498.519530
0.002460	563225.390142
0.002500	598740.251238
0.002540	635432.232185
0.002580	652513.204893
0.002620	669689.898110
0.002660	705208.319232
0.002700	741079.862736
0.002740	777592.837100
0.002780	814462.916932
0.002820	833781.800250
0.002860	849886.053669
0.002900	885488.755565
0.002940	921872.522379
0.002980	958672.169656
0.003020	996120.034764
0.003060	1034232.154458
0.003100	1072762.854655
0.003140	1111705.711217
0.003180	1151053.470570
0.003220	1190802.579325
0.003260	1231157.882413
0.003300	1272145.418110
0.003340	1313547.152615
0.003380	1355361.913372
0.003420	1397582.325122
0.003460	1440208.235482
0.003500	1483294.333915
0.003540	1527059.163680
0.003580	1571303.760134
0.003620	1615960.884368
0.003660	1661027.852918
0.003700	1706504.992645
0.003740	1752434.138226
0.003780	1799056.926844
0.003820	1846160.695771
0.003860	1893674.327596
0.003900	1941597.546072
0.003940	1989925.549516
0.003980	2038660.047186
0.004020	2088025.997192
0.004060	2137993.981793
0.004100	2188311.016520
0.004140	2238969.837499
0.004180	2289960.982012
0.004220	2341274.880637
0.004260	2392898.633359
0.004300	2444820.254688
0.004340	2497035.688316
0.004380	2549536.565843
0.004420	2602309.465744
0.004460	2655341.093493
0.004500	2708701.409690
0.004540	2762725.585202
0.004580	2817099.860651
0.004620	2871717.857709
0.004660	2926570.430704
0.004700	2981641.397649
0.004740	3036918.035973
0.004780	3092392.709872
0.004820	3148049.793396
0.004860	3203877.459162
0.004900	3259866.779617
0.004940	3315995.845502
0.004980	3372233.152183
0.005020	3428808.070637
0.005060	3485842.404199
0.005100	3543084.991461
0.005140	3600519.087178
0.005180	3658142.194879
0.005220	3715941.210463
0.005260	3773907.475305
0.005300	3832027.357273
0.005340	3890296.659849
0.005380	3948718.081774
0.005420	4007260.238898
0.005460	4065914.860771
0.005500	4124689.978683
0.005540	4183840.039942
0.005580	4243146.353869
0.005620	4302533.871249
0.005660	4361988.598013
0.005700	4421506.111652
0.005740	4481063.007017
0.005780	4540657.631506
0.005820	4600274.956967
0.005860	4659929.789463
0.005900	4719582.025635
0.005940	4779222.354100
0.005980	4838833.492286
0.006020	4898636.617253
0.006060	4958694.313592
0.006100	5018708.753813
0.006140	5078664.866315
0.006180	5138550.523535
0.006220	5198352.807133
0.006260	5258063.435913
0.006300	5317673.910067
0.006340	5377187.966956
0.006380	5436584.024971
0.006420	5495848.095878
0.006460	5554980.026355
0.006500	5613794.218639
0.006540	5672407.456884
0.006580	5730848.522855
0.006620	5789104.904590
0.006660	5847160.820344
0.006700	5905007.543197
0.006740	5962638.494520
0.006780	6020043.165723
0.006820	6077239.808029
0.006860	6134203.782421
0.006900	6190913.663148
0.006940	6247358.035557
0.006980	6303489.528325
0.007020	6359600.424414
0.007060	6415743.978886
0.007100	6471589.086975
0.007140	6527119.881820
0.007180	6582330.898985
0.007220	6637220.875454
0.007260	6691787.657160
0.007300	6746033.003336
0.007340	6799936.786585
0.007380	60155469.232982
0.007420	6906652.911146
0.007460	6959464.267074
0.007500	7011794.044833
0.007540	7063800.428797
0.007580	7115416.630143
0.007620	7659815.300192
0.007660	7217432.048450
0.007700	7267831.198682
0.007740	7317813.367331
0.007780	7367387.497270
0.007820	7416546.016939
0.007860	7465267.873065
0.007900	7513533.739379
0.007940	8049437.217418
0.007980	7608684.888569
0.008020	7655817.641381
0.008060	7702803.563557
0.008100	7749330.295647
0.008140	7795388.636096
0.008180	7840980.515369
0.008220	7886100.661042
0.008260	7930756.610112
0.008300	7974952.397195
0.008340	127617622.404540
0.008380	1080499522.322101
0.008420	8104570.808592
0.008460	8146814.053716
0.008500	8188462.398068
0.008540	8229676.688979
0.008580	8270375.985610
0.008620	8310565.242740
0.008660	8350245.572235
0.008700	8389418.521894
0.008740	22631413.783591
0.008780	8466264.715464
0.008820	8503919.007336
0.008860	8541055.329440
0.008900	8577668.301093
0.008940	8613785.105852
0.008980	8649325.784289
0.009020	8685116.472205
0.009060	8721158.870557
0.009100	8756670.904100
0.009140	8791654.773446
0.009180	8826102.845823
0.009220	8860026.488482
0.009260	9395164.412794
0.009300	8926311.741750
0.009340	8958642.777694
0.009380	8990449.814308
0.009420	9021737.605880
0.009460	9052495.809369
0.009500	9082650.769057
0.009540	47408660.966140
0.009580	9141416.189224
0.009620	26688511.617480
0.009660	622398037.387040
0.009700	9398237.338350
0.009740	9252698.804613
0.009780	9451578.323360
0.009820	59909540.544530
0.009860	9330745.431398
0.009900	9355726.157111
0.009940	304083666.621963
0.009980	9404149.958118
0.010020	9428098.505996
0.010060	9452101.726011
0.010100	9475589.867020
0.010140	13414362.172821
0.010180	18558734.159845
0.010220	5692768.716368
0.010260	4245296.661127
0.010300	5157958.796212
0.010340	4294920.774355
0.010380	4316244.894878
0.010420	4337776.112680
0.010460	4359540.285483
0.010500	4381166.468117
0.010540	4402683.050249
0.010580	4424093.850224
0.010620	4446742.630063
